Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,Texas,N/A,2004,District 3,3,20040101,"180,099","Johnson, Sam",Incumbent,N/A,N/A,N/A,Independent,"16,966","Jenkins, Paul D.",Challenger,"13,287","163,133",R,8.07,100.00,.00,"The other vote was: Vessels, James (Libertarian) 13,287"
House,Texas,N/A,2002,District 3,3,20020101,"113,974","Johnson, Sam",Incumbent,"37,503","Molera, Manny",Challenger,N/A,N/A,N/A,N/A,"2,656","76,471",R,.00,75.24,24.76,
House,Texas,N/A,2010,District 4,4,20060101,"136,338","Hall, Ralph M.",Incumbent,"40,975","Hathcox, Valinda",Challenger,N/A,N/A,N/A,N/A,"8,973","95,363",R,.00,76.89,23.11,
House,Texas,N/A,2008,District 4,4,20060101,"206,906","Hall, Ralph M.",Incumbent,"88,067","Melancon, Glenn",Challenger,N/A,N/A,N/A,N/A,"5,771","118,839",R,.00,70.14,29.86,
House,Texas,N/A,2006,District 4,4,20060101,"106,495","Hall, Ralph M.",Incumbent,"55,278","Melancon, Glenn",Challenger,N/A,N/A,N/A,N/A,"3,496","51,217",R,.00,65.83,34.17,
House,Texas,N/A,2004,District 4,4,20040101,"182,866","Hall, Ralph M.",Incumbent,"81,585","Nickerson, Jim",Challenger,Libertarian,"3,491","Anderson, Kevin D.",Challenger,N/A,"101,281",R,1.30,69.15,30.85,
House,Texas,N/A,2002,District 4,4,20020101,"67,939","Graves, John",Challenger,"97,304","Hall, Ralph M.",Incumbent,N/A,N/A,N/A,N/A,"3,042","29,365",D,.00,41.11,58.89,
House,Texas,N/A,2010,District 5,5,20060101,"106,742","Hensarling, Jeb",Incumbent,"41,649","Berry, Tom",Challenger,N/A,N/A,N/A,N/A,"2,958","65,093",R,.00,71.93,28.07,
House,Texas,N/A,2008,District 5,5,20060101,"162,894","Hensarling, Jeb",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"31,967","162,894",R,.00,100.00,.00,
House,Texas,N/A,2006,District 5,5,20060101,"88,478","Hensarling, Jeb",Incumbent,"50,983","Thompson, Charlie",Challenger,N/A,N/A,N/A,N/A,"3,791","37,495",R,.00,63.44,36.56,
House,Texas,N/A,2004,District 5,5,20040101,"148,816","Hensarling, Jeb",Incumbent,"75,911","Bernstein, Bill",Challenger,Libertarian,"6,118","Gonzalez, John R.",Challenger,N/A,"72,905",R,2.65,66.22,33.78,
House,Texas,N/A,2002,District 5,5,20020101,"81,439","Hensarling, Jeb",Challenger,"56,330","Chapman, Ron",Challenger,N/A,N/A,N/A,N/A,"2,139","25,109",R,.00,59.11,40.89,
House,Texas,N/A,2010,District 6,6,20060101,"107,140","Barton, Joe L.",Incumbent,"50,717","Cozad, David E.",Challenger,N/A,N/A,N/A,N/A,"4,700","56,423",R,.00,67.87,32.13,
House,Texas,N/A,2008,District 6,6,20060101,"174,008","Barton, Joe L.",Incumbent,"99,919","Otto, Ludwig",Challenger,N/A,N/A,N/A,N/A,"6,655","74,089",R,.00,63.52,36.48,
House,Texas,N/A,2006,District 6,6,20060101,"91,927","Barton, Joe L.",Incumbent,"56,369","Harris, David T.",Challenger,N/A,N/A,N/A,N/A,"3,740","35,558",R,.00,61.99,38.01,
House,Texas,N/A,2004,District 6,6,20040101,"168,767","Barton, Joe L.",Incumbent,"83,609","Meyer, Morris A.",Challenger,Libertarian,"3,251","Schrader, Stephen J.",Challenger,N/A,"85,158",R,1.27,66.87,33.13,
House,Texas,N/A,2002,District 6,6,20020101,"115,396","Barton, Joe L.",Incumbent,"45,404","Alvarado, Felix",Challenger,N/A,N/A,N/A,N/A,"3,237","69,992",R,.00,71.76,28.24,
House,Texas,N/A,2010,District 7,7,20060101,"143,655","Culberson, John",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"32,723","143,655",R,.00,100.00,.00,
House,Texas,N/A,2008,District 7,7,20060101,"162,635","Culberson, John",Incumbent,"123,242","Skelly, Michael",Challenger,N/A,N/A,N/A,N/A,"5,057","39,393",R,.00,56.89,43.11,
House,Texas,N/A,2006,District 7,7,20060101,"99,318","Culberson, John",Incumbent,"64,514","Henley, Jim",Challenger,N/A,N/A,N/A,N/A,"3,953","34,804",R,.00,60.62,39.38,
House,Texas,N/A,2004,District 7,7,20040101,"175,440","Culberson, John",Incumbent,"91,126","Martinez, John",Challenger,Independent,"3,713","Staton, Paul F.",Challenger,"3,372","84,314",R,1.36,65.81,34.19,"The other vote was: Parks, Drew P. (Libertarian) 3,372"
House,Texas,N/A,2002,District 7,7,20020101,"96,795","Culberson, John",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"11,732","96,795",R,.00,100.00,.00,
House,Texas,N/A,2010,District 8,8,20060101,"161,417","Brady, Kevin",Incumbent,"34,694","Hargett, Kent",Challenger,N/A,N/A,N/A,N/A,"4,988","126,723",R,.00,82.31,17.69,
House,Texas,N/A,2008,District 8,8,20060101,"207,128","Brady, Kevin",Incumbent,"70,758","Hargett, Kent",Challenger,N/A,N/A,N/A,N/A,"7,565","136,370",R,.00,74.54,25.46,
House,Texas,N/A,2006,District 8,8,20060101,"105,665","Brady, Kevin",Incumbent,"51,393","Wright, James",Challenger,N/A,N/A,N/A,N/A,N/A,"54,272",R,.00,67.28,32.72,
House,Texas,N/A,2004,District 8,8,20040101,"179,599","Brady, Kevin",Incumbent,"77,324","Wright, James Wellington",Challenger,Libertarian,"3,705","Hansen, Paul",Challenger,N/A,"102,275",R,1.42,69.90,30.10,
House,Texas,N/A,2002,District 8,8,20020101,"140,575","Brady, Kevin",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"10,351","140,575",R,.00,100.00,.00,
House,Texas,N/A,2010,District 9,9,20060101,"24,201","Mueller, Steve",Challenger,"80,107","Green, Al",Incumbent,N/A,N/A,N/A,N/A,"1,459","55,906",D,.00,23.20,76.80,
House,Texas,N/A,2008,District 9,9,20060101,N/A,N/A,N/A,"143,868","Green, Al",Incumbent,N/A,N/A,N/A,N/A,"9,760","143,868",D,.00,.00,100.00,
House,Texas,N/A,2006,District 9,9,20060101,N/A,N/A,N/A,"60,253","Green, Al",Incumbent,N/A,N/A,N/A,N/A,N/A,"60,253",D,.00,.00,100.00,
House,Texas,N/A,2004,District 9,9,20040101,"42,132","Molina, Arlette M.",Challenger,"114,462","Green, Al",Challenger,Libertarian,"1,972","Bourland, Stacey Lynn",Challenger,N/A,"72,330",D,1.24,26.91,73.09,
House,Texas,N/A,2002,District 9,9,20020101,"59,635","Williams, Paul",Challenger,"86,710","Lampson, Nick",Incumbent,N/A,N/A,N/A,N/A,"1,613","27,075",D,.00,40.75,59.25,
House,Texas,N/A,2010,District 10,10,20060101,"144,980","McCaul, Michael T.",Incumbent,"74,086","Ankrum, Ted",Challenger,N/A,N/A,N/A,N/A,"5,105","70,894",R,.00,66.18,33.82,
House,Texas,N/A,2008,District 10,10,20060101,"179,493","McCaul, Michael T.",Incumbent,"143,719","Doherty, Larry Joe",Challenger,N/A,N/A,N/A,N/A,"9,871","35,774",R,.00,55.53,44.47,
House,Texas,N/A,2006,District 10,10,20060101,"97,726","McCaul, Michael T.",Incumbent,"71,415","Ankrum, Ted",Challenger,N/A,N/A,N/A,N/A,"7,614","26,311",R,.00,57.78,42.22,
House,Texas,N/A,2004,District 10,10,20040101,"182,113","McCaul, Michael T.",Challenger,N/A,N/A,N/A,Libertarian,"35,569","Fritsche, Robert William",Challenger,"13,961","146,544",R,15.36,100.00,.00,"The other vote was: Sadun, Lorenzo A. (Write-in) 13,961"
House,Texas,N/A,2002,District 10,10,20020101,N/A,N/A,N/A,"114,428","Doggett, Lloyd",Incumbent,N/A,N/A,N/A,N/A,"21,196","114,428",D,.00,.00,100.00,
House,Texas,N/A,2010,District 11,11,20060101,"125,581","Conaway, K. Michael",Incumbent,"23,989","Quillian, James",Challenger,N/A,N/A,N/A,N/A,"5,770","101,592",R,.00,83.96,16.04,
House,Texas,N/A,2008,District 11,11,20060101,"189,625","Conaway, K. Michael",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"25,051","189,625",R,.00,100.00,.00,
House,Texas,N/A,2006,District 11,11,20060101,"107,268","Conaway, K. Michael",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"107,268",R,.00,100.00,.00,
House,Texas,N/A,2004,District 11,11,20040101,"177,291","Conaway, K. Michael",Challenger,"50,339","Raasch, Wayne",Challenger,Libertarian,"3,347","Blunt, Jeffrey C.",Challenger,N/A,"126,952",R,1.45,77.89,22.11,
House,Texas,N/A,2002,District 11,11,20020101,"68,236","Farley, Ramsey",Challenger,"74,678","Edwards, Thomas Chester",Incumbent,N/A,N/A,N/A,N/A,"1,943","6,442",D,.00,47.75,52.25,
House,Texas,N/A,2010,District 12,12,20060101,"109,882","Granger, Kay",Incumbent,"38,434","Smith, Tracey",Challenger,N/A,N/A,N/A,N/A,"4,601","71,448",R,.00,74.09,25.91,
House,Texas,N/A,2008,District 12,12,20060101,"181,662","Granger, Kay",Incumbent,"82,250","Smith, Tracey",Challenger,N/A,N/A,N/A,N/A,"4,842","99,412",R,.00,68.83,31.17,
House,Texas,N/A,2006,District 12,12,20060101,"98,371","Granger, Kay",Incumbent,"45,676","Morris, John R.",Challenger,N/A,N/A,N/A,N/A,"2,888","52,695",R,.00,68.29,31.71,
House,Texas,N/A,2004,District 12,12,20040101,"173,222","Granger, Kay",Incumbent,"66,316","Alvarado, Felix",Challenger,N/A,N/A,N/A,N/A,N/A,"106,906",R,.00,72.32,27.68,
House,Texas,N/A,2002,District 12,12,20020101,"121,208","Granger, Kay",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"10,723","121,208",R,.00,100.00,.00,
House,Texas,N/A,2010,District 13,13,20060101,"113,201","Thornberry, William M.",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"16,842","113,201",R,.00,100.00,.00,
House,Texas,N/A,2008,District 13,13,20060101,"180,078","Thornberry, William M.",Incumbent,"51,841","Waun, Roger James",Challenger,N/A,N/A,N/A,N/A,N/A,"128,237",R,.00,77.65,22.35,
House,Texas,N/A,2006,District 13,13,20060101,"108,107","Thornberry, William M.",Incumbent,"33,460","Waun, Roger James",Challenger,N/A,N/A,N/A,N/A,"3,829","74,647",R,.00,76.36,23.64,
House,Texas,N/A,2004,District 13,13,20040101,"189,448","Thornberry, William M.",Incumbent,N/A,N/A,N/A,Libertarian,"15,793","Smith, Marion J.",Challenger,N/A,"173,655",R,7.69,100.00,.00,
House,Texas,N/A,2002,District 13,13,20020101,"119,401","Thornberry, William M.",Incumbent,"31,218","Reese, Zane",Challenger,N/A,N/A,N/A,N/A,N/A,"88,183",R,.00,79.27,20.73,
House,Texas,N/A,2010,District 14,14,20060101,"140,623","Paul, Ron",Incumbent,"44,431","Pruett, Robert",Challenger,N/A,N/A,N/A,N/A,N/A,"96,192",R,.00,75.99,24.01,
House,Texas,N/A,2008,District 14,14,20060101,"191,293","Paul, Ron",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"191,293",R,.00,100.00,.00,
House,Texas,N/A,2006,District 14,14,20060101,"94,380","Paul, Ron",Incumbent,"62,429","Sklar, Shane",Challenger,N/A,N/A,N/A,N/A,N/A,"31,951",R,.00,60.19,39.81,
House,Texas,N/A,2004,District 14,14,20040101,"173,668","Paul, Ron",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"173,668",R,.00,100.00,.00,
House,Texas,N/A,2002,District 14,14,20020101,"102,905","Paul, Ron",Incumbent,"48,224","Windham, Corby",Challenger,N/A,N/A,N/A,N/A,N/A,"54,681",R,.00,68.09,31.91,
House,Texas,N/A,2010,District 15,15,20060101,"39,964","Zamora, Eddie",Challenger,"53,546","Hinojosa, Rub�n",Incumbent,N/A,N/A,N/A,N/A,"2,570","13,582",D,.00,42.74,57.26,
House,Texas,N/A,2008,District 15,15,20060101,"52,303","Zamora, Eddie",Challenger,"107,578","Hinojosa, Rub�n",Incumbent,N/A,N/A,N/A,N/A,"3,827","55,275",D,.00,32.71,67.29,
House,Texas,N/A,2006,District 15,15,20060101,"26,751","Haring/Zamora, NULL",Challenger,"43,236","Hinojosa, Rub�n",Incumbent,N/A,N/A,N/A,N/A,N/A,"16,485",D,.00,38.22,61.78,
House,Texas,N/A,2004,District 15,15,20040101,"67,917","Thamm, Michael D.",Challenger,"96,089","Hinojosa, Rub�n",Incumbent,Libertarian,"2,352","Cady, William R.",Challenger,N/A,"28,172",D,1.41,41.41,58.59,
House,Texas,N/A,2002,District 15,15,20020101,N/A,N/A,N/A,"66,311","Hinojosa, Rub�n",Incumbent,N/A,N/A,N/A,N/A,N/A,"66,311",D,.00,.00,100.00,
House,Texas,N/A,2010,District 16,16,20060101,"31,051","Besco, Tim",Challenger,"49,301","Reyes, Silvestre",Incumbent,N/A,N/A,N/A,N/A,"4,540","18,250",D,.00,38.64,61.36,
House,Texas,N/A,2008,District 16,16,20060101,N/A,N/A,N/A,"130,375","Reyes, Silvestre",Incumbent,N/A,N/A,N/A,N/A,"28,348","130,375",D,.00,.00,100.00,
House,Texas,N/A,2006,District 16,16,20060101,N/A,N/A,N/A,"61,116","Reyes, Silvestre",Incumbent,N/A,N/A,N/A,N/A,"16,572","61,116",D,.00,.00,100.00,
House,Texas,N/A,2004,District 16,16,20040101,"49,972","Brigham, David E.",Challenger,"108,577","Reyes, Silvestre",Incumbent,Libertarian,"2,224","Clardy, Brad A.",Challenger,N/A,"58,605",D,1.38,31.52,68.48,
House,Texas,N/A,2002,District 16,16,20020101,N/A,N/A,N/A,"72,383","Reyes, Silvestre",Incumbent,N/A,N/A,N/A,N/A,N/A,"72,383",D,.00,.00,100.00,
House,Texas,N/A,2010,District 17,17,20060101,"106,696","Flores, Bill",Challenger,"63,138","Edwards, Thomas Chester",Incumbent,N/A,N/A,N/A,N/A,"2,808","43,558",R,.00,62.82,37.18,
House,Texas,N/A,2008,District 17,17,20060101,"115,581","Curnock, Rob",Challenger,"134,592","Edwards, Thomas Chester",Incumbent,N/A,N/A,N/A,N/A,"3,849","19,011",D,.00,46.20,53.80,
House,Texas,N/A,2006,District 17,17,20060101,"64,142","Taylor, Van",Challenger,"92,478","Edwards, Thomas Chester",Incumbent,N/A,N/A,N/A,N/A,"2,504","28,336",D,.00,40.95,59.05,
House,Texas,N/A,2004,District 17,17,20040101,"116,049","Wohlgemuth, Arlene Reid",Challenger,"125,309","Edwards, Thomas Chester",Incumbent,Libertarian,"3,390","Garland, Clyde L.",Challenger,N/A,"9,260",D,1.39,48.08,51.92,
House,Texas,N/A,2002,District 17,17,20020101,"77,622","Beckham, Rob",Challenger,"84,136","Stenholm, Charles W.",Incumbent,N/A,N/A,N/A,N/A,"2,046","6,514",D,.00,47.99,52.01,
House,Texas,N/A,2010,District 18,18,20060101,"33,067","Faulk, John",Challenger,"85,108","Jackson Lee, Sheila",Incumbent,N/A,N/A,N/A,N/A,"3,146","52,041",D,.00,27.98,72.02,
House,Texas,N/A,2008,District 18,18,20060101,"39,095","Faulk, John",Challenger,"148,617","Jackson Lee, Sheila",Incumbent,N/A,N/A,N/A,N/A,"4,486","109,522",D,.00,20.83,79.17,
House,Texas,N/A,2006,District 18,18,20060101,"16,448","Hassan, Ahmad",Challenger,"65,936","Jackson Lee, Sheila",Incumbent,N/A,N/A,N/A,N/A,"3,667","49,488",D,.00,19.97,80.03,
House,Texas,N/A,2004,District 18,18,20040101,N/A,N/A,N/A,"136,018","Jackson Lee, Sheila",Incumbent,Independent,"9,787","Baz�n, Thomas Andrew",Challenger,"7,183","126,231",D,6.40,.00,100.00,"The other vote was: Sullivan, Brent B. (Libertarian) 7,183"
House,Texas,N/A,2002,District 18,18,20020101,"27,980","Abbott, Phillip J.",Challenger,"99,161","Jackson Lee, Sheila",Incumbent,N/A,N/A,N/A,N/A,"1,785","71,181",D,.00,22.01,77.99,
House,Texas,N/A,2010,District 19,19,20060101,"106,059","Neugebauer, Randy",Incumbent,"25,984","Wilson, Andy",Challenger,N/A,N/A,N/A,N/A,"4,315","80,075",R,.00,80.32,19.68,
House,Texas,N/A,2008,District 19,19,20060101,"168,501","Neugebauer, Randy",Incumbent,"58,030","Fullingim, Dwight",Challenger,N/A,N/A,N/A,N/A,"6,080","110,471",R,.00,74.38,25.62,
House,Texas,N/A,2006,District 19,19,20060101,"94,785","Neugebauer, Randy",Incumbent,"41,676","Ricketts, Robert",Challenger,N/A,N/A,N/A,N/A,"3,546","53,109",R,.00,69.46,30.54,
House,Texas,N/A,2004,District 19,19,20040101,"136,459","Neugebauer, Randy",Incumbent,"93,531","Stenholm, Charles W.",Incumbent,Libertarian,"3,524","Peterson, Richard",Challenger,N/A,"42,928",R,1.51,59.33,40.67,
House,Texas,N/A,2002,District 19,19,20020101,"117,092","Combest, Larry",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"10,684","117,092",R,.00,100.00,.00,
House,Texas,N/A,2010,District 20,20,20060101,"31,757","Trotter, Clayton",Challenger,"58,645","Gonzalez, Charlie",Incumbent,N/A,N/A,N/A,N/A,"1,783","26,888",D,.00,35.13,64.87,
House,Texas,N/A,2008,District 20,20,20060101,"44,585","Litoff, Robert",Challenger,"127,298","Gonzalez, Charlie",Incumbent,N/A,N/A,N/A,N/A,"5,172","82,713",D,.00,25.94,74.06,
House,Texas,N/A,2006,District 20,20,20060101,N/A,N/A,N/A,"68,348","Gonzalez, Charlie",Incumbent,N/A,N/A,N/A,N/A,"9,897","68,348",D,.00,.00,100.00,
House,Texas,N/A,2004,District 20,20,20040101,"54,976","Scott, Roger",Challenger,"112,480","Gonzalez, Charlie",Incumbent,Libertarian,"2,377","Bouley, Jessie",Challenger,"1,971","57,504",D,1.38,32.83,67.17,"The other vote was: Idrogo, Michael (Independent) 1,971"
House,Texas,N/A,2002,District 20,20,20020101,N/A,N/A,N/A,"68,685","Gonzalez, Charlie",Incumbent,N/A,N/A,N/A,N/A,N/A,"68,685",D,.00,.00,100.00,
House,Texas,N/A,2010,District 21,21,20060101,"162,924","Smith, Lamar",Incumbent,"65,927","Melnick, Lainey",Challenger,N/A,N/A,N/A,N/A,"7,694","96,997",R,.00,71.19,28.81,
House,Texas,N/A,2008,District 21,21,20060101,"243,471","Smith, Lamar",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"60,879","243,471",R,.00,100.00,.00,
House,Texas,N/A,2006,District 21,21,20060101,"122,486","Smith, Lamar",Incumbent,"68,312","Courage/Kelly, NULL",Challenger,N/A,N/A,N/A,N/A,"12,984","54,174",R,.00,64.20,35.80,
House,Texas,N/A,2004,District 21,21,20040101,"209,774","Smith, Lamar",Incumbent,"121,129","Smith, Rhett R.",Challenger,Libertarian,"10,216","Pratt, Jason",Challenger,N/A,"88,645",R,2.99,63.39,36.61,
House,Texas,N/A,2002,District 21,21,20020101,"161,836","Smith, Lamar",Incumbent,"56,206","Courage, John",Challenger,N/A,N/A,N/A,N/A,"4,051","105,630",R,.00,74.22,25.78,
House,Texas,N/A,2010,District 22,22,20060101,"140,537","Olson, Pete",Incumbent,"62,082","Rogers, Kesha",Challenger,N/A,N/A,N/A,N/A,"5,604","78,455",R,.00,69.36,30.64,
House,Texas,N/A,2008,District 22,22,20060101,"161,996","Olson, Pete",Challenger,"140,160","Lampson, Nick",Incumbent,N/A,N/A,N/A,N/A,"6,839","21,836",R,.00,53.61,46.39,
House,Texas,N/A,2006,District 22,22,20060101,"61,938","Gibbs, Shelley Sekula",Challenger,"76,775","Lampson, Nick",Challenger,N/A,N/A,N/A,N/A,"9,526","14,837",D,.00,44.65,55.35,
House,Texas,N/A,2004,District 22,22,20040101,"150,386","DeLay, Thomas D.",Incumbent,"112,034","Morrison, Richard R.",Challenger,Independent,"5,314","Fjetland, Mike",Challenger,"4,886","38,352",R,1.95,57.31,42.69,"The other vote was: Morrison, Thomas (Libertarian) 4,886"
House,Texas,N/A,2002,District 22,22,20020101,"100,499","DeLay, Thomas D.",Incumbent,"55,716","Riley, Tim",Challenger,N/A,N/A,N/A,N/A,"2,869","44,783",R,.00,64.33,35.67,
House,Texas,N/A,2010,District 23,23,20060101,"74,853","Canseco, Francisco",Challenger,"67,348","Rodriguez, Ciro D.",Incumbent,N/A,N/A,N/A,N/A,"9,333","7,505",R,.00,52.64,47.36,
House,Texas,N/A,2008,District 23,23,20060101,"100,799","Larson, Lyle",Challenger,"134,090","Rodriguez, Ciro D.",Incumbent,N/A,N/A,N/A,N/A,"5,581","33,291",D,.00,42.91,57.09,
House,Texas,N/A,2006,District 23,23,20060101,"32,217","Bonilla, Henry",Incumbent,"38,256","Rodriguez, Ciro D.",Challenger,N/A,N/A,N/A,N/A,N/A,"6,039",D,.00,45.72,54.28,Results shown here for Texas (23) are for the run-off between Bonilla and Rodriguez.  Results for the November ballot are shown on a separate line.
House,Texas,N/A,2006,District 23,23,20060101,"60,175","Bonilla, Henry",Incumbent,"24,594","Rodriguez, Ciro D.",Challenger,Democrat,"14,552","Uresti, Albert",Challenger,"24,478","35,581",R,11.75,70.99,29.01,"In 2006, Texas (23), the district was reconfigured forcing cadidates of all parties to run together on the Nov. ballot. Since no candidate received a majority of the vote, a run-off was held on Dec. 12, 2006. Results shown here are for the November ballot; The other vote was: Guilliland, Lukin (Democrat) 13,728; Stephens, Craig T. (Democrat) 3,341; Beltran, August G. (Democrat) 2,647; Bolanos, Rick (Democrat) 2,564; DeLeon, Adrian (Democrat) 2,198"
House,Texas,N/A,2004,District 23,23,20040101,"170,716","Bonilla, Henry",Incumbent,"72,480","Sullivan, Joseph P.",Challenger,Libertarian,"3,307","Perez, Nazirite R.",Challenger,N/A,"98,236",R,1.34,70.20,29.80,
House,Texas,N/A,2002,District 23,23,20020101,"77,573","Bonilla, Henry",Incumbent,"71,067","Cuellar, Henry",Challenger,N/A,N/A,N/A,N/A,"1,912","6,506",R,.00,52.19,47.81,
House,Texas,N/A,2010,District 24,24,20060101,"100,078","Marchant, Kenny E.",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"22,609","100,078",R,.00,100.00,.00,
House,Texas,N/A,2008,District 24,24,20060101,"151,434","Marchant, Kenny E.",Incumbent,"111,089","Love, Tom",Challenger,N/A,N/A,N/A,N/A,"7,972","40,345",R,.00,57.68,42.32,
House,Texas,N/A,2006,District 24,24,20060101,"83,835","Marchant, Kenny E.",Incumbent,"52,075","Page, Gary Robert",Challenger,N/A,N/A,N/A,N/A,"4,228","31,760",R,.00,61.68,38.32,
House,Texas,N/A,2004,District 24,24,20040101,"154,435","Marchant, Kenny E.",Challenger,"82,599","Page, Gary Robert",Challenger,Libertarian,"4,340","Lawrence, James W.",Challenger,N/A,"71,836",R,1.80,65.15,34.85,
House,Texas,N/A,2002,District 24,24,20020101,"38,332","Ortega, Mike Rivera",Challenger,"73,002","Frost, Jonas Martin",Incumbent,N/A,N/A,N/A,N/A,"1,560","34,670",D,.00,34.43,65.57,
House,Texas,N/A,2010,District 25,25,20060101,"84,849","Campbell, Donna",Challenger,"99,967","Doggett, Lloyd",Incumbent,N/A,N/A,N/A,N/A,"4,431","15,118",D,.00,45.91,54.09,
House,Texas,N/A,2008,District 25,25,20060101,"88,693","Morovich, George L.",Challenger,"191,755","Doggett, Lloyd",Incumbent,N/A,N/A,N/A,N/A,"10,848","103,062",D,.00,31.63,68.37,
House,Texas,N/A,2006,District 25,25,20060101,"42,975","Rostig, Grant",Challenger,"109,911","Doggett, Lloyd",Incumbent,N/A,N/A,N/A,N/A,"10,538","66,936",D,.00,28.11,71.89,
House,Texas,N/A,2004,District 25,25,20040101,"49,252","Armendariz-Klein, Rebecca",Challenger,"108,309","Doggett, Lloyd",Incumbent,Libertarian,"2,656","Werner, James S.",Challenger,N/A,"59,057",D,1.66,31.26,68.74,
House,Texas,N/A,2002,District 25,25,20020101,"50,041","Reiser, Tom",Challenger,"63,590","Bell, Chris",Challenger,N/A,N/A,N/A,N/A,"2,495","13,549",D,.00,44.04,55.96,
House,Texas,N/A,2010,District 26,26,20060101,"120,984","Burgess, Michael C.",Incumbent,"55,385","Durrance, Neil L.",Challenger,N/A,N/A,N/A,N/A,"4,062","65,599",R,.00,68.60,31.40,
House,Texas,N/A,2008,District 26,26,20060101,"195,181","Burgess, Michael C.",Incumbent,"118,167","Leach, Ken",Challenger,N/A,N/A,N/A,N/A,"11,028","77,014",R,.00,62.29,37.71,
House,Texas,N/A,2006,District 26,26,20060101,"94,219","Burgess, Michael C.",Incumbent,"58,271","Barnwell, Tim",Challenger,N/A,N/A,N/A,N/A,"3,993","35,948",R,.00,61.79,38.21,
House,Texas,N/A,2004,District 26,26,20040101,"180,519","Burgess, Michael C.",Incumbent,"89,809","Reyes, Lico",Challenger,Libertarian,"4,211","Gholston, James",Challenger,N/A,"90,710",R,1.53,66.78,33.22,
House,Texas,N/A,2002,District 26,26,20020101,"123,195","Burgess, Michael C.",Challenger,"37,485","Lebon, Paul William",Challenger,N/A,N/A,N/A,N/A,"3,998","85,710",R,.00,76.67,23.33,
House,Texas,N/A,2010,District 27,27,20060101,"51,001","Farenthold, R. Blake",Challenger,"50,226","Ortiz, Solomon P.",Incumbent,N/A,N/A,N/A,N/A,"5,372",775,R,.00,50.38,49.62,
House,Texas,N/A,2008,District 27,27,20060101,"69,458","Vaden, William R.",Challenger,"104,864","Ortiz, Solomon P.",Incumbent,N/A,N/A,N/A,N/A,"6,629","35,406",D,.00,39.84,60.16,
House,Texas,N/A,2006,District 27,27,20060101,"42,538","Vaden, William R.",Challenger,"62,058","Ortiz, Solomon P.",Incumbent,N/A,N/A,N/A,N/A,"4,718","19,520",D,.00,40.67,59.33,
