Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,New York,N/A,2002,District 26,26,20020101,"135,089","Reynolds, Thomas M.",Incumbent,"41,140","Nariman, Ayesha F.",Challenger,N/A,N/A,N/A,N/A,"7,230","93,949",R,.00,76.66,23.34,
House,New York,N/A,2010,District 27,27,20020101,"76,320","Roberto, Leonard A.",Challenger,"119,085","Higgins, Brian M.",Incumbent,N/A,N/A,N/A,N/A,10,"42,765",D,.00,39.06,60.94,
House,New York,N/A,2008,District 27,27,20020101,"56,354","Humiston, Daniel J.",Challenger,"185,713","Higgins, Brian M.",Incumbent,N/A,N/A,N/A,N/A,"7,478","129,359",D,.00,23.28,76.72,
House,New York,N/A,2006,District 27,27,20020101,"36,614","McHale, Michael J.",Challenger,"140,027","Higgins, Brian M.",Incumbent,N/A,N/A,N/A,N/A,N/A,"103,413",D,.00,20.73,79.27,
House,New York,N/A,2004,District 27,27,20020101,"139,558","Naples, Nancy A.",Challenger,"143,332","Higgins, Brian M.",Challenger,N/A,N/A,N/A,N/A,N/A,"3,774",D,.00,49.33,50.67,
House,New York,N/A,2002,District 27,27,20020101,"120,117","Quinn, Jack",Incumbent,"47,811","Crotty, Peter",Challenger,N/A,N/A,N/A,N/A,"5,991","72,306",R,.00,71.53,28.47,
House,New York,N/A,2010,District 28,28,20020101,"55,392","Rowland, Jill A.",Challenger,"102,514","Slaughter, Louise M.",Incumbent,N/A,N/A,N/A,N/A,41,"47,122",D,.00,35.08,64.92,
House,New York,N/A,2008,District 28,28,20020101,"48,690","Crimmen, David W.",Challenger,"172,655","Slaughter, Louise M.",Incumbent,N/A,N/A,N/A,N/A,33,"123,965",D,.00,22.00,78.00,
House,New York,N/A,2006,District 28,28,20020101,"40,844","Donnelly, John E.",Challenger,"111,386","Slaughter, Louise M.",Incumbent,N/A,N/A,N/A,N/A,N/A,"70,542",D,.00,26.83,73.17,
House,New York,N/A,2004,District 28,28,20020101,"54,543","Laba, Michael D.",Challenger,"159,655","Slaughter, Louise M.",Incumbent,Independence,"5,678","Cartonia, Francina J.",Challenger,N/A,"105,112",D,2.58,25.46,74.54,
House,New York,N/A,2002,District 28,28,20020101,"59,547","Wojtaszek, Henry F.",Challenger,"99,057","Slaughter, Louise M.",Incumbent,N/A,N/A,N/A,N/A,N/A,"39,510",D,.00,37.54,62.46,
House,New York,N/A,2010,District 29,29,20020101,"112,314","Reed, Thomas W. II",Challenger,"86,099","Zeller, Matthew C.",Challenger,N/A,N/A,N/A,N/A,527,"26,215",R,.00,56.61,43.39,
House,New York,N/A,2008,District 29,29,20020101,"135,199","Kuhl, John Randy",Incumbent,"140,529","Massa, Eric J.",Challenger,N/A,N/A,N/A,N/A,27,"5,330",D,.00,49.03,50.97,
House,New York,N/A,2006,District 29,29,20020101,"106,077","Kuhl, John Randy",Incumbent,"100,044","Massa, Eric J.",Challenger,N/A,N/A,N/A,N/A,N/A,"6,033",R,.00,51.46,48.54,
House,New York,N/A,2004,District 29,29,20020101,"136,883","Kuhl, John Randy",Challenger,"110,241","Barend, Samara",Challenger,Conservative,"17,272","Assini, Mark W.",Challenger,"5,819","26,642",R,6.39,55.39,44.61,"The other vote was: Ciampoli, John (Independence) 5,819"
House,New York,N/A,2002,District 29,29,20020101,"127,657","Houghton, Amory",Incumbent,"37,128","Peters, Kisun J.",Challenger,N/A,N/A,N/A,N/A,"9,846","90,529",R,.00,77.47,22.53,
,
,
,
CONGRESS 2002 to 2010 in PENNSYLVANIA
,
Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,Pennsylvania,N/A,2010,District 1,1,20020101,N/A,N/A,N/A,"149,944","Brady, Robert A.",Incumbent,N/A,N/A,N/A,N/A,5,"149,944",D,.00,.00,100.00,
House,Pennsylvania,N/A,2008,District 1,1,20020101,"24,714","Muhammad, Mike",Challenger,"242,799","Brady, Robert A.",Incumbent,N/A,N/A,N/A,N/A,N/A,"218,085",D,.00,9.24,90.76,
House,Pennsylvania,N/A,2006,District 1,1,20020101,N/A,N/A,N/A,"137,987","Brady, Robert A.",Incumbent,N/A,N/A,N/A,N/A,12,"137,987",D,.00,.00,100.00,
House,Pennsylvania,N/A,2004,District 1,1,20020101,"33,266","Williams, Deborah L.",Challenger,"214,462","Brady, Robert A.",Incumbent,Randolph For Congress,857,"Randolph, Christopher R.",Challenger,2,"181,196",D,.34,13.43,86.57,
House,Pennsylvania,N/A,2002,District 1,1,20020101,"17,444","Delaney, Marie G.",Challenger,"121,076","Brady, Robert A.",Incumbent,N/A,N/A,N/A,N/A,"1,570","103,632",D,.00,12.59,87.41,
House,Pennsylvania,N/A,2010,District 2,2,20020101,"21,907","Hellberg, Rick",Challenger,"182,800","Fattah, Chaka",Incumbent,N/A,N/A,N/A,N/A,N/A,"160,893",D,.00,10.70,89.30,
House,Pennsylvania,N/A,2008,District 2,2,20020101,"34,466","Lang, Adam A.",Challenger,"276,870","Fattah, Chaka",Incumbent,N/A,N/A,N/A,N/A,N/A,"242,404",D,.00,11.07,88.93,
House,Pennsylvania,N/A,2006,District 2,2,20020101,"17,291","Gessner, Michael",Challenger,"165,867","Fattah, Chaka",Incumbent,N/A,N/A,N/A,N/A,"4,125","148,576",D,.00,9.44,90.56,
House,Pennsylvania,N/A,2004,District 2,2,20020101,"34,411","Bolno, Stewart",Challenger,"253,226","Fattah, Chaka",Incumbent,Write-in,N/A,"Other/Unknown, NULL",Challenger,N/A,"218,815",D,.00,11.96,88.04,
House,Pennsylvania,N/A,2002,District 2,2,20020101,"20,988","Dougherty, Thomas G.",Challenger,"150,623","Fattah, Chaka",Incumbent,N/A,N/A,N/A,N/A,N/A,"129,635",D,.00,12.23,87.77,
House,Pennsylvania,N/A,2010,District 3,3,20020101,"111,909","Kelly, Mike",Challenger,"88,924","Dahlkemper, Kathleen A.",Incumbent,N/A,N/A,N/A,N/A,125,"22,985",R,.00,55.72,44.28,
House,Pennsylvania,N/A,2008,District 3,3,20020101,"139,757","English, Phil",Incumbent,"146,846","Dahlkemper, Kathleen A.",Challenger,N/A,N/A,N/A,N/A,N/A,"7,089",D,.00,48.76,51.24,
House,Pennsylvania,N/A,2006,District 3,3,20020101,"108,525","English, Phil",Incumbent,"85,110","Porter, Steven C.",Challenger,N/A,N/A,N/A,N/A,"8,883","23,415",R,.00,56.05,43.95,
House,Pennsylvania,N/A,2004,District 3,3,20020101,"166,580","English, Phil",Incumbent,"110,684","Porter, Steven C.",Challenger,Write-in,59,"Other/Unknown, NULL",Challenger,N/A,"55,896",R,.02,60.08,39.92,
House,Pennsylvania,N/A,2002,District 3,3,20020101,"116,763","English, Phil",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"33,566","116,763",R,.00,100.00,.00,
House,Pennsylvania,N/A,2010,District 4,4,20020101,"116,958","Rothfus, Keith",Challenger,"120,827","Altmire, Jason",Incumbent,N/A,N/A,N/A,N/A,264,"3,869",D,.00,49.19,50.81,
House,Pennsylvania,N/A,2008,District 4,4,20020101,"147,411","Hart, Melissa A.",Challenger,"186,536","Altmire, Jason",Incumbent,N/A,N/A,N/A,N/A,N/A,"39,125",D,.00,44.14,55.86,
House,Pennsylvania,N/A,2006,District 4,4,20020101,"122,049","Hart, Melissa A.",Incumbent,"131,847","Altmire, Jason",Challenger,N/A,N/A,N/A,N/A,188,"9,798",D,.00,48.07,51.93,
House,Pennsylvania,N/A,2004,District 4,4,20020101,"204,329","Hart, Melissa A.",Incumbent,"116,303","Drobac, Stevan Jr.",Challenger,HealthCare,"3,285","Larchuk, Steven B.",Challenger,28,"88,026",R,1.01,63.73,36.27,
House,Pennsylvania,N/A,2002,District 4,4,20020101,"130,534","Hart, Melissa A.",Incumbent,"71,674","Drobac, Stevan Jr.",Challenger,N/A,N/A,N/A,N/A,10,"58,860",R,.00,64.55,35.45,
House,Pennsylvania,N/A,2010,District 5,5,20020101,"127,427","Thompson, Glenn",Incumbent,"52,375","Pipe, Michael",Challenger,N/A,N/A,N/A,N/A,"5,846","75,052",R,.00,70.87,29.13,
House,Pennsylvania,N/A,2008,District 5,5,20020101,"155,513","Thompson, Glenn",Challenger,"112,509","McCracken, Mark B.",Challenger,N/A,N/A,N/A,N/A,"6,155","43,004",R,.00,58.02,41.98,
House,Pennsylvania,N/A,2006,District 5,5,20020101,"115,126","Peterson, John E.",Incumbent,"76,456","Hilliard, Donald L.",Challenger,N/A,N/A,N/A,N/A,145,"38,670",R,.00,60.09,39.91,
House,Pennsylvania,N/A,2004,District 5,5,20020101,"192,852","Peterson, John E.",Incumbent,N/A,N/A,N/A,Libertarian,"26,239","Martin, Thomas A.",Challenger,107,"166,613",R,11.97,100.00,.00,
House,Pennsylvania,N/A,2002,District 5,5,20020101,"124,942","Peterson, John E.",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"18,269","124,942",R,.00,100.00,.00,
House,Pennsylvania,N/A,2010,District 6,6,20020101,"133,770","Gerlach, James W.",Incumbent,"100,493","Trivedi, Manan",Challenger,N/A,N/A,N/A,N/A,192,"33,277",R,.00,57.10,42.90,
House,Pennsylvania,N/A,2008,District 6,6,20020101,"179,423","Gerlach, James W.",Incumbent,"164,952","Roggio, Bob",Challenger,N/A,N/A,N/A,N/A,N/A,"14,471",R,.00,52.10,47.90,
House,Pennsylvania,N/A,2006,District 6,6,20020101,"121,047","Gerlach, James W.",Incumbent,"117,892","Murphy, Lois",Challenger,N/A,N/A,N/A,N/A,N/A,"3,155",R,.00,50.66,49.34,
House,Pennsylvania,N/A,2004,District 6,6,20020101,"160,348","Gerlach, James W.",Incumbent,"153,977","Murphy, Lois",Challenger,Write-in,61,"Other/Unknown, NULL",Challenger,N/A,"6,371",R,.02,51.01,48.99,"The other vote was: Schieber, Dorothy (Green) 0"
House,Pennsylvania,N/A,2002,District 6,6,20020101,"103,648","Gerlach, James W.",Challenger,"98,128","Wofford, Dan",Challenger,N/A,N/A,N/A,N/A,15,"5,520",R,.00,51.37,48.63,
House,Pennsylvania,N/A,2010,District 7,7,20020101,"137,825","Meehan, Patrick",Challenger,"110,314","Lentz, Bryan",Challenger,N/A,N/A,N/A,N/A,"2,787","27,511",R,.00,55.54,44.46,
House,Pennsylvania,N/A,2008,District 7,7,20020101,"142,362","Williams, W. Craig",Challenger,"209,955","Sestak, Joe",Incumbent,N/A,N/A,N/A,N/A,N/A,"67,593",D,.00,40.41,59.59,
House,Pennsylvania,N/A,2006,District 7,7,20020101,"114,426","Weldon, Wayne Curtis",Incumbent,"147,898","Sestak, Joe",Challenger,N/A,N/A,N/A,N/A,110,"33,472",D,.00,43.62,56.38,
House,Pennsylvania,N/A,2004,District 7,7,20020101,"196,556","Weldon, Wayne Curtis",Incumbent,"134,932","Scoles, Paul",Challenger,Libertarian,"3,039","Jahn, David R.",Challenger,20,"61,624",R,.91,59.30,40.70,
House,Pennsylvania,N/A,2002,District 7,7,20020101,"146,296","Weldon, Wayne Curtis",Incumbent,"75,055","Lennon, Peter A.",Challenger,N/A,N/A,N/A,N/A,N/A,"71,241",R,.00,66.09,33.91,
House,Pennsylvania,N/A,2010,District 8,8,20020101,"130,759","Fitzpatrick, Michael G.",Challenger,"113,547","Murphy, Patrick J.",Challenger,N/A,N/A,N/A,N/A,N/A,"17,212",R,.00,53.52,46.48,
House,Pennsylvania,N/A,2008,District 8,8,20020101,"145,103","Manion, Tom",Challenger,"197,869","Murphy, Patrick J.",Incumbent,N/A,N/A,N/A,N/A,"5,543","52,766",D,.00,42.31,57.69,
House,Pennsylvania,N/A,2006,District 8,8,20020101,"124,138","Fitzpatrick, Michael G.",Incumbent,"125,656","Murphy, Patrick J.",Challenger,N/A,N/A,N/A,N/A,23,"1,518",D,.00,49.70,50.30,
House,Pennsylvania,N/A,2004,District 8,8,20020101,"183,229","Fitzpatrick, Michael G.",Challenger,"143,427","Schrader, Virginia Waters",Challenger,Libertarian,"3,710","Farnsworth, Arthur L.",Challenger,910,"39,802",R,1.12,56.09,43.91,"The other vote was: Lukas, Erich G. (Constitution) 898"
House,Pennsylvania,N/A,2002,District 8,8,20020101,"127,475","Greenwood, James C.",Incumbent,"76,178","Reece, Timothy T.",Challenger,N/A,N/A,N/A,N/A,34,"51,297",R,.00,62.59,37.41,
House,Pennsylvania,N/A,2010,District 9,9,20020101,"141,904","Shuster, Bill",Incumbent,"52,322","Conners, Tom",Challenger,N/A,N/A,N/A,N/A,153,"89,582",R,.00,73.06,26.94,
House,Pennsylvania,N/A,2008,District 9,9,20020101,"174,951","Shuster, Bill",Incumbent,"98,735","Barr, Tony",Challenger,N/A,N/A,N/A,N/A,N/A,"76,216",R,.00,63.92,36.08,
House,Pennsylvania,N/A,2006,District 9,9,20020101,"121,069","Shuster, Bill",Incumbent,"79,610","Barr, Tony",Challenger,N/A,N/A,N/A,N/A,141,"41,459",R,.00,60.33,39.67,
House,Pennsylvania,N/A,2004,District 9,9,20020101,"184,320","Shuster, Bill",Incumbent,"80,787","Politis, Paul I.",Challenger,Write-in,165,"Other/Unknown, NULL",Challenger,N/A,"103,533",R,.06,69.53,30.47,
House,Pennsylvania,N/A,2002,District 9,9,20020101,"124,184","Shuster, Bill",Incumbent,"50,558","Henry, John R.",Challenger,N/A,N/A,N/A,N/A,107,"73,626",R,.00,71.07,28.93,
House,Pennsylvania,N/A,2010,District 10,10,20020101,"110,599","Marino, Thomas A.",Challenger,"89,846","Carney, Christopher",Incumbent,N/A,N/A,N/A,N/A,210,"20,753",R,.00,55.18,44.82,
House,Pennsylvania,N/A,2008,District 10,10,20020101,"124,681","Hackett, Chris",Challenger,"160,837","Carney, Christopher",Incumbent,N/A,N/A,N/A,N/A,N/A,"36,156",D,.00,43.67,56.33,
House,Pennsylvania,N/A,2006,District 10,10,20020101,"97,862","Sherwood, Don",Incumbent,"110,115","Carney, Christopher",Challenger,N/A,N/A,N/A,N/A,196,"12,253",D,.00,47.05,52.95,
House,Pennsylvania,N/A,2004,District 10,10,20020101,"191,967","Sherwood, Don",Incumbent,N/A,N/A,N/A,Constitution,"14,805","Hannevig, Veronica A.",Challenger,67,"177,162",R,7.16,100.00,.00,
House,Pennsylvania,N/A,2002,District 10,10,20020101,"152,017","Sherwood, Don",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"12,142","152,017",R,.00,100.00,.00,
House,Pennsylvania,N/A,2010,District 11,11,20020101,"102,179","Barletta, Lou",Challenger,"84,618","Kanjorski, Paul E.",Incumbent,N/A,N/A,N/A,N/A,164,"17,561",R,.00,54.70,45.30,
House,Pennsylvania,N/A,2008,District 11,11,20020101,"137,151","Barletta, Lou",Challenger,"146,379","Kanjorski, Paul E.",Incumbent,N/A,N/A,N/A,N/A,N/A,"9,228",D,.00,48.37,51.63,
House,Pennsylvania,N/A,2006,District 11,11,20020101,"51,033","Leonardi, Joseph F.",Challenger,"134,340","Kanjorski, Paul E.",Incumbent,N/A,N/A,N/A,N/A,40,"83,307",D,.00,27.53,72.47,
House,Pennsylvania,N/A,2004,District 11,11,20020101,N/A,N/A,N/A,"171,147","Kanjorski, Paul E.",Incumbent,Constitution,"10,105","Brenneman, Kenneth C.",Challenger,33,"161,042",D,5.57,.00,100.00,
House,Pennsylvania,N/A,2002,District 11,11,20020101,"71,543","Barletta, Louis J.",Challenger,"93,758","Kanjorski, Paul E.",Incumbent,N/A,N/A,N/A,N/A,"3,314","22,215",D,.00,43.28,56.72,
House,Pennsylvania,N/A,2010,District 12,12,20020101,"91,170","Burns, Tim",Challenger,"94,056","Critz, Mark S.",Incumbent,N/A,N/A,N/A,N/A,80,"2,886",D,.00,49.22,50.78,
House,Pennsylvania,N/A,2008,District 12,12,20020101,"113,120","Russell, William",Challenger,"155,268","Murtha, John P. Jr.",Incumbent,N/A,N/A,N/A,N/A,N/A,"42,148",D,.00,42.15,57.85,
House,Pennsylvania,N/A,2006,District 12,12,20020101,"79,612","Irey, Diana",Challenger,"123,472","Murtha, John P. Jr.",Incumbent,N/A,N/A,N/A,N/A,79,"43,860",D,.00,39.20,60.80,
House,Pennsylvania,N/A,2004,District 12,12,20020101,N/A,N/A,N/A,"204,504","Murtha, John P. Jr.",Incumbent,Write-in,206,"Other/Unknown, NULL",Challenger,N/A,"204,298",D,.10,.00,100.00,
House,Pennsylvania,N/A,2002,District 12,12,20020101,"44,818","Choby, Bill",Challenger,"124,201","Murtha, John P. Jr.",Incumbent,N/A,N/A,N/A,N/A,9,"79,383",D,.00,26.52,73.48,
House,Pennsylvania,N/A,2010,District 13,13,20020101,"91,987","Adcock, Carson Dee",Challenger,"118,710","Schwartz, Allyson Y.",Incumbent,N/A,N/A,N/A,N/A,N/A,"26,723",D,.00,43.66,56.34,
House,Pennsylvania,N/A,2008,District 13,13,20020101,"108,271","Kats, Marina",Challenger,"196,868","Schwartz, Allyson Y.",Incumbent,N/A,N/A,N/A,N/A,"8,374","88,597",D,.00,35.48,64.52,
House,Pennsylvania,N/A,2006,District 13,13,20020101,"75,492","Bhakta, Raj Peter",Challenger,"147,368","Schwartz, Allyson Y.",Incumbent,N/A,N/A,N/A,N/A,N/A,"71,876",D,.00,33.87,66.13,
House,Pennsylvania,N/A,2004,District 13,13,20020101,"127,205","Brown, Melissa",Challenger,"171,763","Schwartz, Allyson Y.",Challenger,Constitution,"5,291","McDermott, John P.",Challenger,"3,865","44,558",D,1.72,42.55,57.45,"The other vote was: Moulton, Chuck (Libertarian) 3,865"
House,Pennsylvania,N/A,2002,District 13,13,20020101,"100,295","Brown, Melissa",Challenger,"107,945","Hoeffel, Joseph M.",Incumbent,N/A,N/A,N/A,N/A,"3,627","7,650",D,.00,48.16,51.84,
House,Pennsylvania,N/A,2010,District 14,14,20020101,"49,997","Haluszczak, Melissa",Challenger,"122,073","Doyle, Mike",Incumbent,N/A,N/A,N/A,N/A,"6,439","72,076",D,.00,29.06,70.94,
House,Pennsylvania,N/A,2008,District 14,14,20020101,N/A,N/A,N/A,"242,326","Doyle, Mike",Incumbent,N/A,N/A,N/A,N/A,"23,214","242,326",D,.00,.00,100.00,
House,Pennsylvania,N/A,2006,District 14,14,20020101,N/A,N/A,N/A,"161,075","Doyle, Mike",Incumbent,N/A,N/A,N/A,N/A,"18,326","161,075",D,.00,.00,100.00,
House,Pennsylvania,N/A,2004,District 14,14,20020101,N/A,N/A,N/A,"220,139","Doyle, Mike",Incumbent,Write-in,160,"Other/Unknown, NULL",Challenger,N/A,"219,979",D,.07,.00,100.00,
House,Pennsylvania,N/A,2002,District 14,14,20020101,N/A,N/A,N/A,"123,323","Doyle, Mike",Incumbent,N/A,N/A,N/A,N/A,89,"123,323",D,.00,.00,100.00,
House,Pennsylvania,N/A,2010,District 15,15,20020101,"109,534","Dent, Charlie W.",Incumbent,"79,766","Callahan, John B.",Challenger,N/A,N/A,N/A,N/A,"15,249","29,768",R,.00,57.86,42.14,
House,Pennsylvania,N/A,2008,District 15,15,20020101,"181,433","Dent, Charlie W.",Incumbent,"128,333","Bennett, Sam",Challenger,N/A,N/A,N/A,N/A,N/A,"53,100",R,.00,58.57,41.43,
House,Pennsylvania,N/A,2006,District 15,15,20020101,"106,153","Dent, Charlie W.",Incumbent,"86,186","Dertinger, Charles",Challenger,N/A,N/A,N/A,N/A,"5,834","19,967",R,.00,55.19,44.81,
House,Pennsylvania,N/A,2004,District 15,15,20020101,"170,634","Dent, Charlie W.",Challenger,"114,646","Driscoll, Joe",Challenger,Libertarian,"3,660","Piotrowski, Richard J.",Challenger,"2,207","55,988",R,1.26,59.81,40.19,"The other vote was: Browne, Greta (Green) 2,194"
House,Pennsylvania,N/A,2002,District 15,15,20020101,"98,493","Toomey, Pat",Incumbent,"73,212","O�Brien, Edward J.",Challenger,N/A,N/A,N/A,N/A,8,"25,281",R,.00,57.36,42.64,
House,Pennsylvania,N/A,2010,District 16,16,20020101,"134,113","Pitts, Joseph R.",Incumbent,"70,994","Herr, Lois K.",Challenger,N/A,N/A,N/A,N/A,197,"63,119",R,.00,65.39,34.61,
House,Pennsylvania,N/A,2008,District 16,16,20020101,"170,329","Pitts, Joseph R.",Incumbent,"120,193","Slater, Bruce A.",Challenger,N/A,N/A,N/A,N/A,"14,645","50,136",R,.00,58.63,41.37,
House,Pennsylvania,N/A,2006,District 16,16,20020101,"115,741","Pitts, Joseph R.",Incumbent,"80,915","Herr, Lois K.",Challenger,N/A,N/A,N/A,N/A,"8,013","34,826",R,.00,58.85,41.15,
House,Pennsylvania,N/A,2004,District 16,16,20020101,"183,620","Pitts, Joseph R.",Incumbent,"98,410","Herr, Lois K.",Challenger,Green,"3,269","Hagen, William Robert",Challenger,14,"85,210",R,1.15,65.11,34.89,
House,Pennsylvania,N/A,2002,District 16,16,20020101,"119,046","Pitts, Joseph R.",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"15,551","119,046",R,.00,100.00,.00,
House,Pennsylvania,N/A,2010,District 17,17,20020101,"95,000","Argall, Dave",Challenger,"118,486","Holden, Tim",Incumbent,N/A,N/A,N/A,N/A,42,"23,486",D,.00,44.50,55.50,
House,Pennsylvania,N/A,2008,District 17,17,20020101,"109,909","Gilhooley, Toni",Challenger,"192,699","Holden, Tim",Incumbent,N/A,N/A,N/A,N/A,N/A,"82,790",D,.00,36.32,63.68,
House,Pennsylvania,N/A,2006,District 17,17,20020101,"75,455","Wertz, Matthew A.",Challenger,"137,253","Holden, Tim",Incumbent,N/A,N/A,N/A,N/A,69,"61,798",D,.00,35.47,64.53,
House,Pennsylvania,N/A,2004,District 17,17,20020101,"113,592","Paterno, Scott G.",Challenger,"172,412","Holden, Tim",Incumbent,Libertarian,"5,782","Diamond, Russ",Challenger,7,"58,820",D,1.98,39.72,60.28,
House,Pennsylvania,N/A,2002,District 17,17,20020101,"97,802","Gekas, George W.",Incumbent,"103,483","Holden, Tim",Incumbent,N/A,N/A,N/A,N/A,6,"5,681",D,.00,48.59,51.41,
House,Pennsylvania,N/A,2010,District 18,18,20020101,"161,888","Murphy, Timothy",Incumbent,"78,558","Connolly, Dan",Challenger,N/A,N/A,N/A,N/A,262,"83,330",R,.00,67.33,32.67,
House,Pennsylvania,N/A,2008,District 18,18,20020101,"213,349","Murphy, Timothy",Incumbent,"119,661","O'Donnell, Steve",Challenger,N/A,N/A,N/A,N/A,N/A,"93,688",R,.00,64.07,35.93,
House,Pennsylvania,N/A,2006,District 18,18,20020101,"144,632","Murphy, Timothy",Incumbent,"105,419","Kluko, Chad",Challenger,N/A,N/A,N/A,N/A,189,"39,213",R,.00,57.84,42.16,
House,Pennsylvania,N/A,2004,District 18,18,20020101,"197,894","Murphy, Timothy",Incumbent,"117,420","Boles, Mark G.",Challenger,Write-in,28,"Other/Unknown, NULL",Challenger,N/A,"80,474",R,.01,62.76,37.24,
House,Pennsylvania,N/A,2002,District 18,18,20020101,"119,885","Murphy, Timothy",Challenger,"79,451","Machek, Jack",Challenger,N/A,N/A,N/A,N/A,13,"40,434",R,.00,60.14,39.86,
House,Pennsylvania,N/A,2010,District 19,19,20020101,"165,219","Platts, Todd R.",Incumbent,"53,549","Sanders, Ryan S.",Challenger,N/A,N/A,N/A,N/A,"11,142","111,670",R,.00,75.52,24.48,
House,Pennsylvania,N/A,2008,District 19,19,20020101,"218,862","Platts, Todd R.",Incumbent,"109,533","Avillo, Philip J. Jr.",Challenger,N/A,N/A,N/A,N/A,N/A,"109,329",R,.00,66.65,33.35,
House,Pennsylvania,N/A,2006,District 19,19,20020101,"142,512","Platts, Todd R.",Incumbent,"74,625","Avillo, Philip J. Jr.",Challenger,N/A,N/A,N/A,N/A,"5,761","67,887",R,.00,65.63,34.37,
House,Pennsylvania,N/A,2004,District 19,19,20020101,"224,274","Platts, Todd R.",Incumbent,N/A,N/A,N/A,Green,"8,890","Steel, Charles J.",Challenger,"12,087","215,384",R,3.62,100.00,.00,"The other vote was: Paoletta, Michael L. (Libertarian) 8,456; Searer, Lester B. (Constitution) 3,474"
House,Pennsylvania,N/A,2002,District 19,19,20020101,"143,097","Platts, Todd R.",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"14,048","143,097",R,.00,100.00,.00,
,
,
,
CONGRESS 2002 to 2010 in TEXAS
,
Office,State,CensusPop,raceYear,Area,AreaNumber,RedistrictedDate,RepVotes,RepCandidate,RepStatus,DemVotes,DemCandidate,DemStatus,ThirdParty,ThirdVotes,ThirdCandidate,ThirdStatus,OtherVotes,PluralityVotes,PluralityParty,ThirdVotesTotalPercent,RepVotesMajorPercent,DemVotesMajorPercent,RaceNotes
House,Texas,N/A,2010,District 1,1,20060101,"129,398","Gohmert, Louis",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"14,811","129,398",R,.00,100.00,.00,
House,Texas,N/A,2008,District 1,1,20060101,"189,012","Gohmert, Louis",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"26,814","189,012",R,.00,100.00,.00,
House,Texas,N/A,2006,District 1,1,20060101,"104,099","Gohmert, Louis",Incumbent,"46,303","Owen, Roger L.",Challenger,N/A,N/A,N/A,N/A,"2,668","57,796",R,.00,69.21,30.79,
House,Texas,N/A,2004,District 1,1,20040101,"157,068","Gohmert, Louis",Challenger,"96,281","Sandlin, Max",Incumbent,Libertarian,"2,158","Tucker, Dean Lawrence",Challenger,N/A,"60,787",R,.84,62.00,38.00,
House,Texas,N/A,2002,District 1,1,20020101,"66,654","Lawrence, John",Challenger,"86,384","Sandlin, Max",Incumbent,N/A,N/A,N/A,N/A,N/A,"19,730",D,.00,43.55,56.45,
House,Texas,N/A,2010,District 2,2,20060101,"130,020","Poe, Ted",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"16,711","130,020",R,.00,100.00,.00,
House,Texas,N/A,2008,District 2,2,20060101,"175,101","Poe, Ted",Incumbent,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"21,813","175,101",R,.00,100.00,.00,
House,Texas,N/A,2006,District 2,2,20060101,"90,490","Poe, Ted",Incumbent,"45,080","Binderim, Gary E.",Challenger,N/A,N/A,N/A,N/A,"2,295","45,410",R,.00,66.75,33.25,
House,Texas,N/A,2004,District 2,2,20040101,"139,951","Poe, Ted",Challenger,"108,156","Lampson, Nick",Incumbent,Libertarian,"3,931","Saulsbury, Sandra L.",Challenger,N/A,"31,795",R,1.56,56.41,43.59,
House,Texas,N/A,2002,District 2,2,20020101,"53,656","Brookshire, Van",Challenger,"85,492","Turner, Jim",Incumbent,N/A,N/A,N/A,N/A,"1,353","31,836",D,.00,38.56,61.44,
House,Texas,N/A,2010,District 3,3,20060101,"101,180","Johnson, Sam",Incumbent,"47,848","Lingenfelder, John",Challenger,N/A,N/A,N/A,N/A,"3,624","53,332",R,.00,67.89,32.11,
House,Texas,N/A,2008,District 3,3,20060101,"170,742","Johnson, Sam",Incumbent,"108,693","Daley, Tom",Challenger,N/A,N/A,N/A,N/A,"6,348","62,049",R,.00,61.10,38.90,
House,Texas,N/A,2006,District 3,3,20060101,"88,690","Johnson, Sam",Incumbent,"49,529","Dodd, Dan",Challenger,N/A,N/A,N/A,N/A,"3,662","39,161",R,.00,64.17,35.83,
